,ID,URL,Date,User,Tweet,Classification
373,373,https://twitter.com/EgalAdmiral/status/1626825666690748421,2023-02-18 06:07:18+00:00,EgalAdmiral,@taylorswift13 I found it! It was in one of my pockets on one of the four jackets that I'm wearing to keep warm because I am not wearing proper equipment to be outside for extreme long periods of time,Pos
374,374,https://twitter.com/EgalAdmiral/status/1626825136195108867,2023-02-18 06:05:12+00:00,EgalAdmiral,@taylorswift13 Taylor I'm pretty sure I just lost one of my gloves.... okay the single leather glove that I threw in the garbage I retrieved and it's the right hand so I have two mismatched gloves the ones that were ripped I left because I don't want to be carrying clutter and I,Neg
375,375,https://twitter.com/BEYONDLOVE777/status/1626824029536497665,2023-02-18 06:00:48+00:00,BEYONDLOVE777,@taylorswift13 Why are you evil????,Neg
376,376,https://twitter.com/EgalAdmiral/status/1626823227375775745,2023-02-18 05:57:36+00:00,EgalAdmiral,@taylorswift13  its so long acting that when they marketed is it to people with ADHD under the name desoxyn which was 5 mg methamphetamine... the patient's probably could never sleep like at all,Neg
377,377,https://twitter.com/EgalAdmiral/status/1626822771081678850,2023-02-18 05:55:48+00:00,EgalAdmiral,@taylorswift13 oh and kids you see that stuff that I did earlier now I'm not tired and my hands are reddened in their dryer than usual..... it's actually one nasty drug,Neg
378,378,https://twitter.com/EgalAdmiral/status/1626820529679114242,2023-02-18 05:46:53+00:00,EgalAdmiral,@taylorswift13 remember when I was in the old detention center and I made complaints about the quality of the video Court proceedings and I said that they are of such poor quality that someone could create an algorithm have someone's face and their voice and then essentially,Neg
379,379,https://twitter.com/EgalAdmiral/status/1626819183009796096,2023-02-18 05:41:32+00:00,EgalAdmiral,@taylorswift13 Taylor what was going on when I was by a TD bank machine or something in St Catherine's and I looked at my phone in order to unlock it using the retina ID thing and instead of seeing my blue eyes I saw yellow eyes that look like that of a werewolf or some mythical,Neg
380,380,https://twitter.com/EgalAdmiral/status/1626810820159062017,2023-02-18 05:08:18+00:00,EgalAdmiral,@taylorswift13 prove the existence of something flat in this world or of something straight and by straight I mean line https://t.co/O7fQTOHhpv,Neu
381,381,https://twitter.com/EgalAdmiral/status/1626809608734998528,2023-02-18 05:03:30+00:00,EgalAdmiral,@taylorswift13 sweetheart let's have another serious conversation for a minute and let's think about sex and What We crave.... I have limits and they probably stop at what we talked about now other people who want to fornicate with as many beautiful woman as possible me become,Neg
382,382,https://twitter.com/ShrivNeeraj/status/1626806627406958595,2023-02-18 04:51:39+00:00,ShrivNeeraj,@taylorswift13 you are so amazing i listen to anti hero like 50 times every day 😊,Pos
383,383,https://twitter.com/playbillswift/status/1626804914197499906,2023-02-18 04:44:50+00:00,playbillswift,@taylorswift13 are you free to hang out this time next month?,Pos
384,384,https://twitter.com/EgalAdmiral/status/1626801020650106880,2023-02-18 04:29:22+00:00,EgalAdmiral,@taylorswift13 I threw that at the raccoon in the tree because those raccoons were picking on another raccoon,Neg
385,385,https://twitter.com/EgalAdmiral/status/1626800795155832833,2023-02-18 04:28:28+00:00,EgalAdmiral,@taylorswift13 Taylor I was busy looking something up and all of a sudden there was a raccoon by me.  he sniffed around my bag and then moved on! He didn't seem aggressive at all so I don't know if he's trained,Neg
386,386,https://twitter.com/EgalAdmiral/status/1626800682400460800,2023-02-18 04:28:01+00:00,EgalAdmiral,@taylorswift13 racoon in union station https://t.co/GQlOoUyP1O,Neu
387,387,https://twitter.com/EgalAdmiral/status/1626798132649418752,2023-02-18 04:17:53+00:00,EgalAdmiral,@taylorswift13 the reason it's dangerous is sometimes people try to freeze people to death and if their mitts fail then they may freeze..... as a sniper would say we have to take care of our hands,Neg
388,388,https://twitter.com/EgalAdmiral/status/1626797385648156672,2023-02-18 04:14:55+00:00,EgalAdmiral,@taylorswift13 they are warm though and that is something valued in a pair of gloves,Pos
389,389,https://twitter.com/BrainsAtHand/status/1626797358901239809,2023-02-18 04:14:49+00:00,BrainsAtHand,"@TaylorSwift13 I call you up for a retail purchase, you honest broker the sale, then I remit you to Britney for 'Exito', which she specialises in, so you are released from honest brokerage, without the hysterical abuse due to over-extended connect.",Pos
390,390,https://twitter.com/EgalAdmiral/status/1626797193561624578,2023-02-18 04:14:10+00:00,EgalAdmiral,@taylorswift13 these warm winter mitts were given to me and I wore them for a day before the part that covers your fingers started to rip off I did tell a couple of TTC police officers that that's extremely dangerous for mitts to do.... and look at that little velcro as well that https://t.co/1EMyLlIyvP,Pos
391,391,https://twitter.com/EgalAdmiral/status/1626794112870502403,2023-02-18 04:01:55+00:00,EgalAdmiral,@taylorswift13 at 1:23 Peter Street I was sitting inside and all of a sudden the police drop off a naked brown gentleman who knocks on the door as it is freezing outside and they don't let him in eventually a woman comes down and she says all I know this guy he's on drugs and,Neg
392,392,https://twitter.com/EgalAdmiral/status/1626793353999183877,2023-02-18 03:58:54+00:00,EgalAdmiral,@taylorswift13 you see the Bible teaches us that if there's a murder we are to take a heifer or a female cow lead it to the area where the murder occurred Slaughter it and then probably supposed to cook it eat it talk about what happened...... it would be a large number of people,Neg
393,393,https://twitter.com/EgalAdmiral/status/1626792811780534274,2023-02-18 03:56:45+00:00,EgalAdmiral,@taylorswift13 if you ever find a woman running around naked in public everyone at the location should close her sit down and start asking tons and tons of questions,Neg
394,394,https://twitter.com/EgalAdmiral/status/1626792287115116544,2023-02-18 03:54:40+00:00,EgalAdmiral,"@taylorswift13 I'm also allowed to throw nuclear weapons at countries torture people threaten people threaten the president run around in public naked do drugs.... I Can't Dance, but I will with her..... regardless God told me I'm stuck with her until the end of time!  And I have",Neg
395,395,https://twitter.com/EgalAdmiral/status/1626791254808752130,2023-02-18 03:50:34+00:00,EgalAdmiral,@taylorswift13 the citizens of Ukraine have to realize that maybe God is in control and maybe three six is a number I spoke of earlier and it almost sounds like 666.... you see that missile could have carried a large nuclear warhead which would have maximized collateral damage...,Neg
396,396,https://twitter.com/JoelChrstPamula/status/1626791115608461313,2023-02-18 03:50:00+00:00,JoelChrstPamula,@taylorswift13 PLEASE PERFORM TOLERATE IT ON TOUR 😭,Pos
397,397,https://twitter.com/HRH_Joyner/status/1626790802612490245,2023-02-18 03:48:46+00:00,HRH_Joyner,"@taylorswift13 &lt;@sukiwaterhouse ,&lt;&lt;WOMBAT0021@GMAIL.COM,&lt;@SaraCivian &lt;@ktomassoni1 &lt;@ktsearson &lt;@lizzeygarcia ,&lt;@Livvv_001 @LexiBirmWX @billboard &lt;Neon Rain, BBM(46(94)&lt;Morgan pressel&lt;swatch&lt;@sydney_sweeney &lt;@Swatch @hurley ,&lt;(TAB)@KendrickPix @abbylabar_ &lt;STOP&lt;@CharlesSchwab ENG",Neu
398,398,https://twitter.com/devilsdetaiIs/status/1626789981317652480,2023-02-18 03:45:30+00:00,devilsdetaiIs,@taylorswift13 @taylornation13 i would love to finally meet taylor on opening night that would be amazing :-),Pos
399,399,https://twitter.com/EgalAdmiral/status/1626787932903292930,2023-02-18 03:37:22+00:00,EgalAdmiral,@taylorswift13 see Taylor I know it was a compromise when you said that you did not want to reveal a large amount of your stomach and that you would never show your navel just the small amount that's under it and above your waistline..... the fact that some clothing is,Neg
